CODIGO,ESPECIE,ESPECIE,LONGITUD_mm
1.23.20,Squalius alburnoides,Nativo,76
1.23.20,Squalius alburnoides,Nativo,78
1.23.20,Squalius alburnoides,Nativo,79
1.23.20,Squalius alburnoides,Nativo,82
1.23.20,Squalius alburnoides,Nativo,82
1.23.20,Squalius alburnoides,Nativo,84
1.23.20,Squalius alburnoides,Nativo,84
1.23.20,Squalius alburnoides,Nativo,85
1.23.20,Squalius alburnoides,Nativo,86
1.23.20,Squalius alburnoides,Nativo,86
1.23.20,Squalius alburnoides,Nativo,86
1.23.20,Squalius alburnoides,Nativo,86
1.23.20,Squalius alburnoides,Nativo,86
1.23.20,Squalius alburnoides,Nativo,87
1.23.20,Squalius alburnoides,Nativo,87
1.23.20,Squalius alburnoides,Nativo,87
1.23.20,Squalius alburnoides,Nativo,90
1.23.20,Squalius alburnoides,Nativo,91
1.23.20,Squalius alburnoides,Nativo,91
1.23.20,Squalius alburnoides,Nativo,91
1.23.20,Squalius alburnoides,Nativo,92
1.23.20,Squalius alburnoides,Nativo,94
1.23.20,Squalius alburnoides,Nativo,96
1.23.20,Squalius alburnoides,Nativo,96
1.23.20,Squalius alburnoides,Nativo,100
1.23.20,Squalius alburnoides,Nativo,100
1.23.20,Squalius alburnoides,Nativo,100
1.23.20,Squalius alburnoides,Nativo,100
1.23.20,Squalius alburnoides,Nativo,107
1.23.20,Luciobarbus sclateri,Nativo,70
1.23.20,Luciobarbus sclateri,Nativo,80
1.23.20,Luciobarbus sclateri,Nativo,81
1.23.20,Luciobarbus sclateri,Nativo,82
1.23.20,Luciobarbus sclateri,Nativo,85
1.23.20,Luciobarbus sclateri,Nativo,88
1.23.20,Luciobarbus sclateri,Nativo,91
1.23.20,Luciobarbus sclateri,Nativo,94
1.23.20,Luciobarbus sclateri,Nativo,96
1.23.20,Luciobarbus sclateri,Nativo,100
1.23.20,Luciobarbus sclateri,Nativo,102
1.23.20,Luciobarbus sclateri,Nativo,105
1.23.20,Luciobarbus sclateri,Nativo,110
1.23.20,Luciobarbus sclateri,Nativo,112
1.23.20,Luciobarbus sclateri,Nativo,112
1.23.20,Luciobarbus sclateri,Nativo,126
1.23.20,Luciobarbus sclateri,Nativo,132
1.23.20,Luciobarbus sclateri,Nativo,135
1.23.20,Luciobarbus sclateri,Nativo,142
1.23.20,Squalius pyrenaicus,Nativo,90
1.23.21,Squalius alburnoides,Nativo,juveniles
1.23.21,Squalius alburnoides,Nativo,41
1.23.21,Squalius alburnoides,Nativo,42
1.23.21,Squalius alburnoides,Nativo,43
1.23.21,Squalius alburnoides,Nativo,44
1.23.21,Squalius alburnoides,Nativo,44
1.23.21,Squalius alburnoides,Nativo,44
1.23.21,Squalius alburnoides,Nativo,44
1.23.21,Squalius alburnoides,Nativo,44
1.23.21,Squalius alburnoides,Nativo,44
1.23.21,Squalius alburnoides,Nativo,45
1.23.21,Squalius alburnoides,Nativo,45
1.23.21,Squalius alburnoides,Nativo,45
1.23.21,Squalius alburnoides,Nativo,45
1.23.21,Squalius alburnoides,Nativo,46
1.23.21,Squalius alburnoides,Nativo,46
1.23.21,Squalius alburnoides,Nativo,46
1.23.21,Squalius alburnoides,Nativo,47
1.23.21,Squalius alburnoides,Nativo,47
1.23.21,Squalius alburnoides,Nativo,47
1.23.21,Squalius alburnoides,Nativo,48
1.23.21,Squalius alburnoides,Nativo,48
1.23.21,Squalius alburnoides,Nativo,53
1.23.21,Luciobarbus sclateri,Nativo,juveniles
1.23.21,Luciobarbus sclateri,Nativo,88
1.23.22,Cobitis paludica,Nativo,48
1.23.22,Cobitis paludica,Nativo,49
1.23.22,Cobitis paludica,Nativo,51
1.23.22,Cobitis paludica,Nativo,51
1.23.22,Cobitis paludica,Nativo,52
1.23.22,Cobitis paludica,Nativo,52
1.23.22,Cobitis paludica,Nativo,52
1.23.22,Cobitis paludica,Nativo,52
1.23.22,Cobitis paludica,Nativo,55
1.23.22,Cobitis paludica,Nativo,59
1.23.22,Cobitis paludica,Nativo,59
1.23.22,Cobitis paludica,Nativo,60
1.23.22,Cobitis paludica,Nativo,63
1.23.22,Cobitis paludica,Nativo,66
1.23.22,Cobitis paludica,Nativo,68
1.23.22,Cobitis paludica,Nativo,69
1.23.22,Cobitis paludica,Nativo,70
1.23.22,Cobitis paludica,Nativo,70
1.23.22,Cobitis paludica,Nativo,72
1.23.22,Cobitis paludica,Nativo,74
1.23.22,Cobitis paludica,Nativo,79
1.23.22,Cobitis paludica,Nativo,82
1.23.22,Cobitis paludica,Nativo,83
1.23.22,Cobitis paludica,Nativo,88
1.23.22,Luciobarbus sclateri,Nativo,65
1.23.22,Luciobarbus sclateri,Nativo,66
1.23.22,Luciobarbus sclateri,Nativo,70
1.23.22,Luciobarbus sclateri,Nativo,70
1.23.22,Luciobarbus sclateri,Nativo,75
1.23.22,Luciobarbus sclateri,Nativo,92
1.23.22,Luciobarbus sclateri,Nativo,100
1.23.22,Luciobarbus sclateri,Nativo,100
1.23.22,Luciobarbus sclateri,Nativo,102
1.23.22,Luciobarbus sclateri,Nativo,103
1.23.22,Luciobarbus sclateri,Nativo,103
1.23.22,Luciobarbus sclateri,Nativo,107
1.23.22,Luciobarbus sclateri,Nativo,107
1.23.22,Luciobarbus sclateri,Nativo,109
1.23.22,Luciobarbus sclateri,Nativo,109
1.23.22,Luciobarbus sclateri,Nativo,110
1.23.22,Luciobarbus sclateri,Nativo,111
1.23.22,Luciobarbus sclateri,Nativo,111
1.23.22,Luciobarbus sclateri,Nativo,111
1.23.22,Luciobarbus sclateri,Nativo,112
1.23.22,Luciobarbus sclateri,Nativo,112
1.23.22,Luciobarbus sclateri,Nativo,112
1.23.22,Luciobarbus sclateri,Nativo,118
1.23.22,Luciobarbus sclateri,Nativo,120
1.23.22,Luciobarbus sclateri,Nativo,121
1.23.22,Luciobarbus sclateri,Nativo,121
1.23.22,Luciobarbus sclateri,Nativo,121
1.23.22,Luciobarbus sclateri,Nativo,122
1.23.22,Luciobarbus sclateri,Nativo,124
1.23.22,Luciobarbus sclateri,Nativo,124
1.23.22,Luciobarbus sclateri,Nativo,127
1.23.22,Luciobarbus sclateri,Nativo,127
1.23.22,Luciobarbus sclateri,Nativo,128
1.23.22,Luciobarbus sclateri,Nativo,129
1.23.22,Luciobarbus sclateri,Nativo,130
1.23.22,Luciobarbus sclateri,Nativo,132
1.23.22,Luciobarbus sclateri,Nativo,133
1.23.22,Luciobarbus sclateri,Nativo,134
1.23.22,Luciobarbus sclateri,Nativo,135
1.23.22,Luciobarbus sclateri,Nativo,136
1.23.22,Luciobarbus sclateri,Nativo,137
1.23.22,Luciobarbus sclateri,Nativo,138
1.23.22,Luciobarbus sclateri,Nativo,139
1.23.22,Luciobarbus sclateri,Nativo,139
1.23.22,Luciobarbus sclateri,Nativo,139
1.23.22,Luciobarbus sclateri,Nativo,141
1.23.22,Luciobarbus sclateri,Nativo,141
1.23.22,Luciobarbus sclateri,Nativo,141
1.23.22,Luciobarbus sclateri,Nativo,142
1.23.22,Luciobarbus sclateri,Nativo,142
1.23.22,Luciobarbus sclateri,Nativo,142
1.23.22,Luciobarbus sclateri,Nativo,143
1.23.22,Luciobarbus sclateri,Nativo,144
1.23.22,Luciobarbus sclateri,Nativo,145
1.23.22,Luciobarbus sclateri,Nativo,145
1.23.22,Luciobarbus sclateri,Nativo,147
1.23.22,Luciobarbus sclateri,Nativo,147
1.23.22,Luciobarbus sclateri,Nativo,150
1.23.22,Luciobarbus sclateri,Nativo,151
1.23.22,Luciobarbus sclateri,Nativo,151
1.23.22,Luciobarbus sclateri,Nativo,151
1.23.22,Luciobarbus sclateri,Nativo,152
1.23.22,Luciobarbus sclateri,Nativo,154
1.23.22,Luciobarbus sclateri,Nativo,156
1.23.22,Luciobarbus sclateri,Nativo,158
1.23.22,Luciobarbus sclateri,Nativo,161
1.23.22,Luciobarbus sclateri,Nativo,161
1.23.22,Luciobarbus sclateri,Nativo,162
1.23.22,Luciobarbus sclateri,Nativo,162
1.23.22,Luciobarbus sclateri,Nativo,167
1.23.22,Luciobarbus sclateri,Nativo,171
1.23.22,Luciobarbus sclateri,Nativo,172
1.23.22,Luciobarbus sclateri,Nativo,180
1.23.22,Luciobarbus sclateri,Nativo,180
1.23.22,Luciobarbus sclateri,Nativo,191
1.23.22,Luciobarbus sclateri,Nativo,192
1.23.22,Luciobarbus sclateri,Nativo,218
1.23.22,Luciobarbus sclateri,Nativo,360
1.23.22,Luciobarbus sclateri,Nativo,370
1.23.22,Luciobarbus sclateri,Nativo,440
1.23.22,Luciobarbus sclateri,Nativo,450
1.23.22,Luciobarbus sclateri,Nativo,450
1.23.22,Luciobarbus sclateri,Nativo,460
1.23.22,Luciobarbus sclateri,Nativo,470
1.23.22,Luciobarbus sclateri,Nativo,500
1.23.22,Pseudochondrostoma willkommii,Nativo,74
1.23.22,Squalius pyrenaicus,Nativo,64
1.23.22,Tinca tinca,Exotica,97
1.23.23,Cobitis paludica,Nativo,58
1.23.23,Cobitis paludica,Nativo,60
1.23.23,Cobitis paludica,Nativo,68
1.23.23,Cobitis paludica,Nativo,68
1.23.23,Cobitis paludica,Nativo,88
1.23.23,Cyprinus carpio,Exotica,115
1.23.23,Luciobarbus sclateri,Nativo,41
1.23.23,Luciobarbus sclateri,Nativo,51
1.23.23,Luciobarbus sclateri,Nativo,51
1.23.23,Luciobarbus sclateri,Nativo,52
1.23.23,Luciobarbus sclateri,Nativo,54
1.23.23,Luciobarbus sclateri,Nativo,55
1.23.23,Luciobarbus sclateri,Nativo,56
1.23.23,Luciobarbus sclateri,Nativo,56
1.23.23,Luciobarbus sclateri,Nativo,56
1.23.23,Luciobarbus sclateri,Nativo,57
1.23.23,Luciobarbus sclateri,Nativo,57
1.23.23,Luciobarbus sclateri,Nativo,58
1.23.23,Luciobarbus sclateri,Nativo,59
1.23.23,Luciobarbus sclateri,Nativo,60
1.23.23,Luciobarbus sclateri,Nativo,60
1.23.23,Luciobarbus sclateri,Nativo,60
1.23.23,Luciobarbus sclateri,Nativo,60
1.23.23,Luciobarbus sclateri,Nativo,61
1.23.23,Luciobarbus sclateri,Nativo,61
1.23.23,Luciobarbus sclateri,Nativo,61
1.23.23,Luciobarbus sclateri,Nativo,61
1.23.23,Luciobarbus sclateri,Nativo,62
1.23.23,Luciobarbus sclateri,Nativo,62
1.23.23,Luciobarbus sclateri,Nativo,62
1.23.23,Luciobarbus sclateri,Nativo,62
1.23.23,Luciobarbus sclateri,Nativo,62
1.23.23,Luciobarbus sclateri,Nativo,62
1.23.23,Luciobarbus sclateri,Nativo,63
1.23.23,Luciobarbus sclateri,Nativo,63
1.23.23,Luciobarbus sclateri,Nativo,64
1.23.23,Luciobarbus sclateri,Nativo,64
1.23.23,Luciobarbus sclateri,Nativo,64
1.23.23,Luciobarbus sclateri,Nativo,64
1.23.23,Luciobarbus sclateri,Nativo,64
1.23.23,Luciobarbus sclateri,Nativo,64
1.23.23,Luciobarbus sclateri,Nativo,64
1.23.23,Luciobarbus sclateri,Nativo,64
1.23.23,Luciobarbus sclateri,Nativo,65
1.23.23,Luciobarbus sclateri,Nativo,65
1.23.23,Luciobarbus sclateri,Nativo,65
1.23.23,Luciobarbus sclateri,Nativo,65
1.23.23,Luciobarbus sclateri,Nativo,65
1.23.23,Luciobarbus sclateri,Nativo,65
1.23.23,Luciobarbus sclateri,Nativo,66
1.23.23,Luciobarbus sclateri,Nativo,66
1.23.23,Luciobarbus sclateri,Nativo,66
1.23.23,Luciobarbus sclateri,Nativo,66
1.23.23,Luciobarbus sclateri,Nativo,67
1.23.23,Luciobarbus sclateri,Nativo,67
1.23.23,Luciobarbus sclateri,Nativo,70
1.23.23,Luciobarbus sclateri,Nativo,71
1.23.23,Luciobarbus sclateri,Nativo,72
1.23.23,Luciobarbus sclateri,Nativo,73
1.23.23,Luciobarbus sclateri,Nativo,74
1.23.23,Luciobarbus sclateri,Nativo,74
1.23.23,Luciobarbus sclateri,Nativo,74
1.23.23,Luciobarbus sclateri,Nativo,78
1.23.23,Luciobarbus sclateri,Nativo,81
1.23.23,Luciobarbus sclateri,Nativo,85
1.23.23,Luciobarbus sclateri,Nativo,88
1.23.23,Luciobarbus sclateri,Nativo,88
1.23.23,Luciobarbus sclateri,Nativo,90
1.23.23,Luciobarbus sclateri,Nativo,91
1.23.23,Luciobarbus sclateri,Nativo,91
1.23.23,Luciobarbus sclateri,Nativo,91
1.23.23,Luciobarbus sclateri,Nativo,92
1.23.23,Luciobarbus sclateri,Nativo,92
1.23.23,Luciobarbus sclateri,Nativo,93
1.23.23,Luciobarbus sclateri,Nativo,94
1.23.23,Luciobarbus sclateri,Nativo,94
1.23.23,Luciobarbus sclateri,Nativo,95
1.23.23,Luciobarbus sclateri,Nativo,95
1.23.23,Luciobarbus sclateri,Nativo,97
1.23.23,Luciobarbus sclateri,Nativo,98
1.23.23,Luciobarbus sclateri,Nativo,98
1.23.23,Luciobarbus sclateri,Nativo,98
1.23.23,Luciobarbus sclateri,Nativo,99
1.23.23,Luciobarbus sclateri,Nativo,100
1.23.23,Luciobarbus sclateri,Nativo,102
1.23.23,Luciobarbus sclateri,Nativo,102
1.23.23,Luciobarbus sclateri,Nativo,102
1.23.23,Luciobarbus sclateri,Nativo,103
1.23.23,Luciobarbus sclateri,Nativo,104
1.23.23,Luciobarbus sclateri,Nativo,104
1.23.23,Luciobarbus sclateri,Nativo,104
1.23.23,Luciobarbus sclateri,Nativo,104
1.23.23,Luciobarbus sclateri,Nativo,104
1.23.23,Luciobarbus sclateri,Nativo,104
1.23.23,Luciobarbus sclateri,Nativo,104
1.23.23,Luciobarbus sclateri,Nativo,104
1.23.23,Luciobarbus sclateri,Nativo,104
1.23.23,Luciobarbus sclateri,Nativo,105
1.23.23,Luciobarbus sclateri,Nativo,106
1.23.23,Luciobarbus sclateri,Nativo,106
1.23.23,Luciobarbus sclateri,Nativo,106
1.23.23,Luciobarbus sclateri,Nativo,106
1.23.23,Luciobarbus sclateri,Nativo,106
1.23.23,Luciobarbus sclateri,Nativo,108
1.23.23,Luciobarbus sclateri,Nativo,108
1.23.23,Luciobarbus sclateri,Nativo,109
1.23.23,Luciobarbus sclateri,Nativo,109
1.23.23,Luciobarbus sclateri,Nativo,109
1.23.23,Luciobarbus sclateri,Nativo,110
1.23.23,Luciobarbus sclateri,Nativo,110
1.23.23,Luciobarbus sclateri,Nativo,110
1.23.23,Luciobarbus sclateri,Nativo,110
1.23.23,Luciobarbus sclateri,Nativo,110
1.23.23,Luciobarbus sclateri,Nativo,110
1.23.23,Luciobarbus sclateri,Nativo,110
1.23.23,Luciobarbus sclateri,Nativo,111
1.23.23,Luciobarbus sclateri,Nativo,111
1.23.23,Luciobarbus sclateri,Nativo,112
1.23.23,Luciobarbus sclateri,Nativo,112
1.23.23,Luciobarbus sclateri,Nativo,112
1.23.23,Luciobarbus sclateri,Nativo,112
1.23.23,Luciobarbus sclateri,Nativo,112
1.23.23,Luciobarbus sclateri,Nativo,112
1.23.23,Luciobarbus sclateri,Nativo,112
1.23.23,Luciobarbus sclateri,Nativo,112
1.23.23,Luciobarbus sclateri,Nativo,112
1.23.23,Luciobarbus sclateri,Nativo,112
1.23.23,Luciobarbus sclateri,Nativo,112
1.23.23,Luciobarbus sclateri,Nativo,113
1.23.23,Luciobarbus sclateri,Nativo,113
1.23.23,Luciobarbus sclateri,Nativo,113
1.23.23,Luciobarbus sclateri,Nativo,115
1.23.23,Luciobarbus sclateri,Nativo,115
1.23.23,Luciobarbus sclateri,Nativo,115
1.23.23,Luciobarbus sclateri,Nativo,115
1.23.23,Luciobarbus sclateri,Nativo,115
1.23.23,Luciobarbus sclateri,Nativo,116
1.23.23,Luciobarbus sclateri,Nativo,116
1.23.23,Luciobarbus sclateri,Nativo,116
1.23.23,Luciobarbus sclateri,Nativo,116
1.23.23,Luciobarbus sclateri,Nativo,116
1.23.23,Luciobarbus sclateri,Nativo,117
1.23.23,Luciobarbus sclateri,Nativo,117
1.23.23,Luciobarbus sclateri,Nativo,117
1.23.23,Luciobarbus sclateri,Nativo,118
1.23.23,Luciobarbus sclateri,Nativo,118
1.23.23,Luciobarbus sclateri,Nativo,118
1.23.23,Luciobarbus sclateri,Nativo,119
1.23.23,Luciobarbus sclateri,Nativo,120
1.23.23,Luciobarbus sclateri,Nativo,120
1.23.23,Luciobarbus sclateri,Nativo,120
1.23.23,Luciobarbus sclateri,Nativo,121
1.23.23,Luciobarbus sclateri,Nativo,121
1.23.23,Luciobarbus sclateri,Nativo,121
1.23.23,Luciobarbus sclateri,Nativo,121
1.23.23,Luciobarbus sclateri,Nativo,121
1.23.23,Luciobarbus sclateri,Nativo,121
1.23.23,Luciobarbus sclateri,Nativo,122
1.23.23,Luciobarbus sclateri,Nativo,122
1.23.23,Luciobarbus sclateri,Nativo,122
1.23.23,Luciobarbus sclateri,Nativo,122
1.23.23,Luciobarbus sclateri,Nativo,122
1.23.23,Luciobarbus sclateri,Nativo,122
1.23.23,Luciobarbus sclateri,Nativo,123
1.23.23,Luciobarbus sclateri,Nativo,124
1.23.23,Luciobarbus sclateri,Nativo,124
1.23.23,Luciobarbus sclateri,Nativo,124
1.23.23,Luciobarbus sclateri,Nativo,124
1.23.23,Luciobarbus sclateri,Nativo,124
1.23.23,Luciobarbus sclateri,Nativo,124
1.23.23,Luciobarbus sclateri,Nativo,125
1.23.23,Luciobarbus sclateri,Nativo,125
1.23.23,Luciobarbus sclateri,Nativo,125
1.23.23,Luciobarbus sclateri,Nativo,125
1.23.23,Luciobarbus sclateri,Nativo,125
1.23.23,Luciobarbus sclateri,Nativo,125
1.23.23,Luciobarbus sclateri,Nativo,126
1.23.23,Luciobarbus sclateri,Nativo,126
1.23.23,Luciobarbus sclateri,Nativo,127
1.23.23,Luciobarbus sclateri,Nativo,127
1.23.23,Luciobarbus sclateri,Nativo,127
1.23.23,Luciobarbus sclateri,Nativo,128
1.23.23,Luciobarbus sclateri,Nativo,128
1.23.23,Luciobarbus sclateri,Nativo,130
1.23.23,Luciobarbus sclateri,Nativo,131
1.23.23,Luciobarbus sclateri,Nativo,131
1.23.23,Luciobarbus sclateri,Nativo,131
1.23.23,Luciobarbus sclateri,Nativo,131
1.23.23,Luciobarbus sclateri,Nativo,131
1.23.23,Luciobarbus sclateri,Nativo,131
1.23.23,Luciobarbus sclateri,Nativo,131
1.23.23,Luciobarbus sclateri,Nativo,132
1.23.23,Luciobarbus sclateri,Nativo,132
1.23.23,Luciobarbus sclateri,Nativo,135
1.23.23,Luciobarbus sclateri,Nativo,135
1.23.23,Luciobarbus sclateri,Nativo,136
1.23.23,Luciobarbus sclateri,Nativo,137
1.23.23,Luciobarbus sclateri,Nativo,137
1.23.23,Luciobarbus sclateri,Nativo,138
1.23.23,Luciobarbus sclateri,Nativo,138
1.23.23,Luciobarbus sclateri,Nativo,140
1.23.23,Luciobarbus sclateri,Nativo,140
1.23.23,Luciobarbus sclateri,Nativo,141
1.23.23,Luciobarbus sclateri,Nativo,141
1.23.23,Luciobarbus sclateri,Nativo,141
1.23.23,Luciobarbus sclateri,Nativo,141
1.23.23,Luciobarbus sclateri,Nativo,141
1.23.23,Luciobarbus sclateri,Nativo,141
1.23.23,Luciobarbus sclateri,Nativo,142
1.23.23,Luciobarbus sclateri,Nativo,142
1.23.23,Luciobarbus sclateri,Nativo,145
1.23.23,Luciobarbus sclateri,Nativo,150
1.23.23,Luciobarbus sclateri,Nativo,151
1.23.23,Luciobarbus sclateri,Nativo,151
1.23.23,Luciobarbus sclateri,Nativo,151
1.23.23,Luciobarbus sclateri,Nativo,151
1.23.23,Luciobarbus sclateri,Nativo,151
1.23.23,Luciobarbus sclateri,Nativo,151
1.23.23,Luciobarbus sclateri,Nativo,154
1.23.23,Luciobarbus sclateri,Nativo,156
1.23.23,Luciobarbus sclateri,Nativo,159
1.23.23,Luciobarbus sclateri,Nativo,161
1.23.23,Luciobarbus sclateri,Nativo,161
1.23.23,Luciobarbus sclateri,Nativo,162
1.23.23,Luciobarbus sclateri,Nativo,162
1.23.23,Luciobarbus sclateri,Nativo,162
1.23.23,Luciobarbus sclateri,Nativo,171
1.23.23,Luciobarbus sclateri,Nativo,178
1.23.23,Luciobarbus sclateri,Nativo,181
1.23.23,Luciobarbus sclateri,Nativo,190
1.23.23,Luciobarbus sclateri,Nativo,191
1.23.23,Luciobarbus sclateri,Nativo,191
1.23.23,Luciobarbus sclateri,Nativo,192
1.23.23,Luciobarbus sclateri,Nativo,201
1.23.23,Luciobarbus sclateri,Nativo,209
1.23.23,Luciobarbus sclateri,Nativo,240
1.23.23,Luciobarbus sclateri,Nativo,400
1.23.23,Luciobarbus sclateri,Nativo,430
1.23.23,Pseudochondrostoma willkommii,Nativo,70
1.23.23,Pseudochondrostoma willkommii,Nativo,79
1.23.23,Squalius pyrenaicus,Nativo,50
1.23.23,Squalius pyrenaicus,Nativo,50
1.23.23,Squalius pyrenaicus,Nativo,51
1.23.23,Squalius pyrenaicus,Nativo,57
1.23.23,Squalius pyrenaicus,Nativo,62
1.23.23,Squalius pyrenaicus,Nativo,63
1.23.23,Squalius pyrenaicus,Nativo,64
1.23.23,Squalius pyrenaicus,Nativo,65
1.23.23,Squalius pyrenaicus,Nativo,65
1.23.23,Squalius pyrenaicus,Nativo,65
1.23.23,Squalius pyrenaicus,Nativo,66
1.23.23,Squalius pyrenaicus,Nativo,70
1.23.23,Squalius pyrenaicus,Nativo,75
1.23.23,Squalius pyrenaicus,Nativo,87
1.23.23,Squalius pyrenaicus,Nativo,112
1.23.23,Tinca tinca,Exotica,107
1.23.24,Cobitis paludica,Nativo,48
1.23.24,Cobitis paludica,Nativo,50
1.23.24,Cobitis paludica,Nativo,51
1.23.24,Cobitis paludica,Nativo,52
1.23.24,Cobitis paludica,Nativo,52
1.23.24,Cobitis paludica,Nativo,54
1.23.24,Cobitis paludica,Nativo,56
1.23.24,Cobitis paludica,Nativo,58
1.23.24,Cobitis paludica,Nativo,58
1.23.24,Cobitis paludica,Nativo,59
1.23.24,Cobitis paludica,Nativo,59
1.23.24,Cobitis paludica,Nativo,60
1.23.24,Cobitis paludica,Nativo,60
1.23.24,Cobitis paludica,Nativo,60
1.23.24,Cobitis paludica,Nativo,61
1.23.24,Cobitis paludica,Nativo,61
1.23.24,Cobitis paludica,Nativo,62
1.23.24,Cobitis paludica,Nativo,62
1.23.24,Cobitis paludica,Nativo,63
1.23.24,Cobitis paludica,Nativo,63
1.23.24,Cobitis paludica,Nativo,64
1.23.24,Cobitis paludica,Nativo,64
1.23.24,Cobitis paludica,Nativo,64
1.23.24,Cobitis paludica,Nativo,64
1.23.24,Cobitis paludica,Nativo,65
1.23.24,Cobitis paludica,Nativo,65
1.23.24,Cobitis paludica,Nativo,66
1.23.24,Cobitis paludica,Nativo,68
1.23.24,Cobitis paludica,Nativo,68
1.23.24,Cobitis paludica,Nativo,69
1.23.24,Cobitis paludica,Nativo,69
1.23.24,Cobitis paludica,Nativo,70
1.23.24,Cobitis paludica,Nativo,70
1.23.24,Cobitis paludica,Nativo,70
1.23.24,Cobitis paludica,Nativo,71
1.23.24,Cobitis paludica,Nativo,72
1.23.24,Cobitis paludica,Nativo,73
1.23.24,Cobitis paludica,Nativo,74
1.23.24,Cobitis paludica,Nativo,74
1.23.24,Cobitis paludica,Nativo,74
1.23.24,Cobitis paludica,Nativo,75
1.23.24,Cobitis paludica,Nativo,75
1.23.24,Cobitis paludica,Nativo,76
1.23.24,Cobitis paludica,Nativo,76
1.23.24,Cobitis paludica,Nativo,76
1.23.24,Cobitis paludica,Nativo,79
1.23.24,Cobitis paludica,Nativo,79
1.23.24,Cobitis paludica,Nativo,81
1.23.24,Cobitis paludica,Nativo,81
1.23.24,Cobitis paludica,Nativo,82
1.23.24,Cobitis paludica,Nativo,82
1.23.24,Cobitis paludica,Nativo,82
1.23.24,Cobitis paludica,Nativo,82
1.23.24,Cobitis paludica,Nativo,82
1.23.24,Cobitis paludica,Nativo,82
1.23.24,Cobitis paludica,Nativo,83
1.23.24,Cobitis paludica,Nativo,83
1.23.24,Cobitis paludica,Nativo,83
1.23.24,Cobitis paludica,Nativo,83
1.23.24,Cobitis paludica,Nativo,84
1.23.24,Cobitis paludica,Nativo,84
1.23.24,Cobitis paludica,Nativo,85
1.23.24,Cobitis paludica,Nativo,85
1.23.24,Cobitis paludica,Nativo,86
1.23.24,Cobitis paludica,Nativo,86
1.23.24,Cobitis paludica,Nativo,86
1.23.24,Cobitis paludica,Nativo,87
1.23.24,Cobitis paludica,Nativo,87
1.23.24,Cobitis paludica,Nativo,88
1.23.24,Cobitis paludica,Nativo,89
1.23.24,Cobitis paludica,Nativo,90
1.23.24,Cobitis paludica,Nativo,96
1.23.24,Cyprinus carpio,Exotica,39
1.23.24,Cyprinus carpio,Exotica,40
1.23.24,Gambusia holbrooki,Exotica,juveniles
1.23.24,Gambusia holbrooki,Exotica,21
1.23.24,Gambusia holbrooki,Exotica,23
1.23.24,Gambusia holbrooki,Exotica,23
1.23.24,Gambusia holbrooki,Exotica,23
1.23.24,Gambusia holbrooki,Exotica,23
1.23.24,Gambusia holbrooki,Exotica,23
1.23.24,Gambusia holbrooki,Exotica,24
1.23.24,Gambusia holbrooki,Exotica,24
1.23.24,Gambusia holbrooki,Exotica,25
1.23.24,Gambusia holbrooki,Exotica,25
1.23.24,Gambusia holbrooki,Exotica,30
1.23.24,Gambusia holbrooki,Exotica,30
1.23.24,Gambusia holbrooki,Exotica,30
1.23.24,Gambusia holbrooki,Exotica,31
1.23.24,Gambusia holbrooki,Exotica,31
1.23.24,Gambusia holbrooki,Exotica,32
1.23.24,Gambusia holbrooki,Exotica,32
1.23.24,Gambusia holbrooki,Exotica,32
1.23.24,Gambusia holbrooki,Exotica,33
1.23.24,Gambusia holbrooki,Exotica,34
1.23.24,Gambusia holbrooki,Exotica,34
1.23.24,Gambusia holbrooki,Exotica,34
1.23.24,Gambusia holbrooki,Exotica,36
1.23.24,Gambusia holbrooki,Exotica,43
1.23.24,Gambusia holbrooki,Exotica,44
1.23.24,Gambusia holbrooki,Exotica,44
1.23.24,Gambusia holbrooki,Exotica,45
1.23.24,Gambusia holbrooki,Exotica,48
1.23.24,Gambusia holbrooki,Exotica,49
1.23.24,Gambusia holbrooki,Exotica,59
1.23.24,Gambusia holbrooki,Exotica,60
1.23.24,Luciobarbus sclateri,Nativo,juveniles
1.23.24,Micropterus salmoides,Exotica,juveniles
1.23.24,Micropterus salmoides,Exotica,105
1.23.24,Micropterus salmoides,Exotica,122
1.23.24,Micropterus salmoides,Exotica,129
1.23.24,Micropterus salmoides,Exotica,131
1.23.24,Micropterus salmoides,Exotica,151
1.23.24,Micropterus salmoides,Exotica,174
1.23.24,Micropterus salmoides,Exotica,182
1.23.24,Micropterus salmoides,Exotica,199
1.23.24,Micropterus salmoides,Exotica,221
1.23.25,Gambusia holbrooki,Exotica,17
1.23.25,Gambusia holbrooki,Exotica,17
1.23.25,Gambusia holbrooki,Exotica,18
1.23.25,Gambusia holbrooki,Exotica,18
1.23.25,Gambusia holbrooki,Exotica,18
1.23.25,Gambusia holbrooki,Exotica,19
1.23.25,Gambusia holbrooki,Exotica,20
1.23.25,Gambusia holbrooki,Exotica,20
1.23.25,Gambusia holbrooki,Exotica,20
1.23.25,Gambusia holbrooki,Exotica,20
1.23.25,Gambusia holbrooki,Exotica,20
1.23.25,Gambusia holbrooki,Exotica,21
1.23.25,Gambusia holbrooki,Exotica,22
1.23.25,Gambusia holbrooki,Exotica,23
1.23.25,Gambusia holbrooki,Exotica,24
1.23.25,Gambusia holbrooki,Exotica,25
1.23.25,Gambusia holbrooki,Exotica,25
1.23.25,Gambusia holbrooki,Exotica,25
